Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Shape (product.metafields.custom.shape),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Designer (product.metafields.custom.designer)
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_style2.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_closeup.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_back.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_pile.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_roll.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_angle.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Drizzle ,Size,4' x 6' Rectangular,549.00,351.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_angle.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_silo.jpg",1.0,Hand Tufted,Drizzle (175-117),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Drizzle ,Size,5' x 8' Rectangular,909.00,583.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_angle.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_silo.jpg",1.0,Hand Tufted,Drizzle (175-117),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Drizzle ,Size,8' x 10' Rectangular,"1,819.00","1,167.20","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_angle.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_silo.jpg",1.0,Hand Tufted,Drizzle (175-117),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Drizzle ,Size,9' x 12' Rectangular,"2,459.00","1,575.20","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_angle.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231598/ws_haberdasher_drizzle_rg175_117_060096_silo.jpg",1.0,Hand Tufted,Drizzle (175-117),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Graphite ,Size,2' x 8' Rectangular runner,369.00,239.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_style1.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",1.0,Hand Tufted,Graphite (175-964),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_style2.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_back.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_roll.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_angle.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_closeup.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964060096_pile.jpg",,,,,,,,,,,,,,,,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Graphite ,Size,4' x 6' Rectangular,549.00,351.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964060096_pile.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",1.0,Hand Tufted,Graphite (175-964),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Graphite ,Size,5' x 8' Rectangular,909.00,583.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964060096_pile.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",1.0,Hand Tufted,Graphite (175-964),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Graphite ,Size,8' x 10' Rectangular,"1,819.00","1,167.20","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964060096_pile.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",1.0,Hand Tufted,Graphite (175-964),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Graphite ,Size,9' x 12' Rectangular,"2,459.00","1,575.20","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964060096_pile.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00277/19293/143742/231599/ws_haberdasher_graphite_rg175_964_060096_silo.jpg",1.0,Hand Tufted,Graphite (175-964),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
Haberdasher - Hand Tufted Area Rug,"<div class=""product-overview-data"">
<p><p>Strong visual textures bring dimension to the Haberdasher Hand Tufted area rug by Karastan. This design is made with practicality in mind, its versatile look and durable construction able to weather your most active interior placements.</p><ul><li>Choose from several monochromatic colorways to best suit your interior decor theme, each one easy to coordinate. </li><li> A rich crosshatch design gives this contemporary rug the look of a woven fabric. Take advantage of its plush texture for quiet areas like bedrooms or let its strength shine in high-traffic spaces like entryways or living spaces. </li><li> Haberdasher collection rugs are hand-tufted for artisanal appeal. This blended rug is made with a combination of stain-resistant polyester and satisfying natural wool. </li><li> Rotate annually to ensure even wear. Vacuum weekly on a low power setting, avoiding the use of any type of brush roll or beater bar.</li></ul></p>
</div>",Karastan,Color,Silver ,Size,2' x 8' Rectangular runner,369.00,239.20,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00308/19293/143742/231600/ws_haberdasher_silver_rg175-799-060096_style1.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00308/19293/143742/231600/ws_haberdasher_silver_rg175-799-060096_silo.jpg",1.0,Hand Tufted,Silver (175-799),Contemporary / Modern,"70% Polyester, 30% Wool",Hand-Tufted,,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Not necessary,
